id	screen_name	tweet_text	hashtag_indices	user_mentions_indices	url_indices
410612226119458816	CKOutdoorsOld	"Im a Masculist.I believe men should be treated with more respect. Im tired of girls saying""make me a sandwich."" Ugh girls are mean. #sarcasm"	[[132, 140]]	[]	[]
412992772309012480	Dogwii	@ATVIAssist perhaps your next game should carry a warning:- you may have to mess about for a long time before this game works. #sarcasm	[[127, 135]]	[[0, 11]]	[]
417140846161850368	mgruberphoto	@MattDilley @Ronnie2K but you can play exhibition games!!! #sarcasm	[[59, 67]]	[[0, 11], [12, 21]]	[]
418158029406625792	BIGBABYDIAZ	@Sportsteamnews @boysyanks conspiracy to take his credibility, high morals and integrity, attack on his fine upstanding character. #sarcasm	[[131, 139]]	[[0, 15], [16, 26]]	[]
417359574610374656	ConspiracyMaker	Mike Smith with another brilliant challenge #sarcasm #atlvscar	[[44, 52], [53, 62]]	[]	[]
417297091107360768	allison_waskow	im so achy i couldn't sleep last night and i have to leave church early for work TODAYS GOING TO BE A WONDERFUL DAY #sarcasm	[[116, 124]]	[]	[]
403282506230665217	_chill_type	My biggest ''executive'' decision today: Choosing between Georgetown Cupcakes &amp; Sprinkles. I still haven't decided. #sarcasm	[[120, 128]]	[]	[]
406150146339008512	Mr_Skeyval	When was Morgan Freeman in town to voice the Gorilla Jack Supplements commercial? #sarcasm	[[82, 90]]	[]	[]
400313890795319296	Pee_Jay87	Na its fine honestly i didnt even want to go home tomorrow anyway #Sarcasm	[[66, 74]]	[]	[]
408249825096790016	bycharlescurtis	Exactly, though I should have slapped my last tweet with #sarcasm RT @RothmanHockey Wasn't precluding his agent from doing it, though.	[[57, 65]]	[]	[]
406461826109804545	WhitneymHood	Oh how I love working retail on black friday. #sarcasm	[[46, 54]]	[]	[]
417771389555183616	jesserpound	@kyleveazey @HKellenbergerCL writer obviously doesn't work for CA or CL because they are state homers. Everyone knows this. #sarcasm	[[124, 132]]	[[0, 11], [12, 28]]	[]
415748501784375296	CamMurdochJams	I have to add #sarcasm &amp; #irony to all of my tweets now when applicable. It's hard to catch in text, especially in only 140 characters.	[[14, 22], [29, 35]]	[]	[]
406075487748751360	sethhart	shocking that @asymco would put samsung on blast. #sarcasm	[[50, 58]]	[[14, 21]]	[]
419623543081426944	Pro__dee	How I talk: 25% swearing, 25% sarcasm, 50% combination of both. #ME #sarcasm #swearing #hateme #idc	[[64, 67], [68, 76], [77, 86], [87, 94], [95, 99]]	[]	[]
416001818125406208	erikabrooks67	I didn't want to hear from you at all today... #sarcasm	[[47, 55]]	[]	[]
419623586144342016	kyleroussel	Even birds (or bats) are out to screw the #Habs. #sarcasm	[[42, 47], [49, 57]]	[]	[]
410463761846124544	btothedtothet	I'm hearing multiple reports that #RedSox are looking at Youkilis as their utility infielder.  Feel he can play quality SS.  #sarcasm	[[34, 41], [125, 133]]	[]	[]
405171169206091778	CoachBostic	I love doing my bball kids laundry #sarcasm #theystink http://t.co/3cFawXv3Ww	[[35, 43], [44, 54]]	[]	[[55, 77]]
403913247356887040	mhikaric	Yeah, because in #Georgia, they have a problem with *too much* historical preservation http://t.co/nuERltsUSE #sarcasm #tbilisi #caucasus	[[17, 25], [110, 118], [119, 127], [128, 137]]	[]	[[87, 109]]
409732599007809536	MmprOrange	@OtonLau Wow 3 Followers!! You're Popular Lau!! #sarcasm :P  P.S. Welcome to twitter!	[[48, 56]]	[[0, 8]]	[]
419319077841412096	1Nikki_B	What, me get my hopes up? No. Never. #worldshighesthopes #sarcasm	[[37, 56], [57, 65]]	[]	[]
413532390381060096	Parrismum	@4simplypurple oh he's never wrong.he wants best 4 his chak ha like he did 4 Tawhen Sofia washed da car.loyal Che #sarcasm @BiggBoss	[[114, 122]]	[[0, 14], [123, 132]]	[]
404940468007743488	Nickkkayyyyyy	Got to go to the doctors at 8:45am on Friday, looking forward to it #sarcasm	[[68, 76]]	[]	[]
411485580825210880	EllieFurmidge	well everything is just turning out fantastically 👍 #sarcasm	[[52, 60]]	[]	[]
415585591846133761	SmallgGay	"I don't know about you but I'm blasting the Planned Parenthood 12 Days of Christmas &amp; ""Get Enrolled"" back to back over and over! #Sarcasm"	[[133, 141]]	[]	[]
405554360543105024	HeyItsDani888	I'm so glad that I'm invisible to everyone.. #Sarcasm #hated #whatdidieverdo?	[[45, 53], [54, 60], [61, 76]]	[]	[]
401787971625820160	hardheythayour	"LoooLL Money?? He Sucks""@paulchigozie: At least he paid some money for it. Some just use a gun. #sarcasm @hardheythayour #AnambraDecides"""	[[96, 104], [121, 136]]	[[24, 37], [105, 120]]	[]
408477276976590848	Jayy_Serna	I like how it was freezing today even when the sun was out.#Sarcasm	[[59, 67]]	[]	[]
401238712086196224	_marcus94	This small ass town has so much to see..... #Sarcasm #kansas #ScenicView https://t.co/1OukYmqYJk	[[44, 52], [53, 60], [61, 72]]	[]	[[73, 96]]
413756941068800000	ericacmr	A real frivolous post on the blog: http://t.co/BjDWKUPdt0 because all of my other ones are so serious #sarcasm #newpost	[[102, 110], [111, 119]]	[]	[[35, 57]]
399293790445260800	Leonaprillaman	Boyfriend goes to Vegas, parties with a playboy bunny...who wouldn't be excited about that...right?? #sarcasm	[[101, 109]]	[]	[]
415558363561205760	luis_castillo01	Bitch, Don't Kill My Vibe - Kendrick Lamar  All the Christmas spirit in one song #Sarcasm #TeamLuis	[[81, 89], [90, 99]]	[]	[]
417770160335106048	brandonmli	“@ChrisMannixSI: He sure did RT @netw3rk: I love that JR just confirmed the secret deal theory via instagram subtweet meme.”Shocked #sarcasm	[[132, 140]]	[[1, 15], [32, 40]]	[]
401064202498236416	perfexcellent	@africatechie so we are still planning to deploy #3G in 2014?  that's some brilliant vision #sarcasm	[[49, 52], [92, 100]]	[[0, 13]]	[]
405317238175322112	drewtankersley	@mlbbowman let me get this straight we lose Huddy &amp; B-Mac &amp; hire a hitting coach &amp; a pitching coach? #progress #sarcasm players not coaches!	[[113, 122], [123, 131]]	[[0, 10]]	[]
400802600431652865	sarahhrose11	@lynnaeabarry even better just lay these all over their body and take credit... 'cause it's totally the same right?! #sarcasm	[[117, 125]]	[[0, 13]]	[]
400392697250611200	Its_Jasmesiaaa	--Cold &amp;&amp; Hungry at the same time !   #GreatCombination #Sarcasm	[[46, 63], [64, 72]]	[]	[]
416668059659927552	stephiiiiibit	loveee how everyones new thing is to wear high tops ... #sarcasm #beenwearin'them #sinceday1	[[56, 64], [65, 76], [82, 92]]	[]	[]
406537811169648640	jamiekalls	Don't you love it when you're looking for something and its in your hand? #sarcasm	[[74, 82]]	[]	[]
418146717762994177	DevinHulls	“@alexiaalyleah12: My nights gonna be so fun.🙈 babysitting like 20 kids.😍 #sarcasm 😫🔫”	[[74, 82]]	[]	[]
400341721156177920	MeganBoatner	MRI time for this slightly claustrophobic girl. Yay! #sarcasm	[[53, 61]]	[]	[]
399844807909969920	EmmaMumuni	"I hear there's a new app called ""Sense of Humor"". Pls download it #sarcasm"	[[66, 74]]	[]	[]
414174049690857472	GoodBadOppie	Snowing moderately in Nampa/Caldwell. Just started. Should be a fun commute. #sarcasm	[[77, 85]]	[]	[]
407035665117745152	allie_carle	Having an anxiety attack when your home alone is never great #AwesomeNight #Sarcasm	[[61, 74], [75, 83]]	[]	[]
401574033419800576	jack_o_line	Oh sure I'll let you borrow a grand let me just pull it out of my ass real quick. #WTF #sarcasm #really	[[82, 86], [87, 95], [96, 103]]	[]	[]
415577741107294209	osPatriot	I can't wait 4 #ACLU &amp; Atheists 2 TRY 2 Remove Calendar from Government Buildings, because 2014 represents 2014yrs AFTER CHRIST. #Sarcasm	[[15, 20], [133, 141]]	[]	[]
419568635779502080	MCH_612	@mcmeihls - If you were a Vols fan you'd understand the #sarcasm.	[[56, 64]]	[]	[]
417396535396024321	Insta_Samm	I love when I get sick and sound like a man 👨 😑😑 #Sarcasm	[[49, 57]]	[]	[]
404091410397155330	S2000_juan	Las dos!!! I hate you guys with a passion (: #Sarcasm you guys are my top 2 favoritw seniors #NoLie	[[45, 53], [93, 99]]	[]	[]
405737453811556352	breagan1978	@RepBillShuster @GOPLeader The media talks about travel every year. So, yes we know. #Sarcasm	[[85, 93]]	[[0, 15], [16, 26]]	[]
412046316886585344	LukeLasiewski19	I love waiting 2 hours to see 2 min. Of a loved family members part in a dance show 😐 #sarcasm	[[86, 94]]	[]	[]
401415821987434496	J2OUR	Going to Stoke to work next week..... Can't fuckin wait #sarcasm	[[56, 64]]	[]	[]
414741697873334272	imdanzeleniak	I love mornings when you're so rushed you can't even stop to think. #sarcasm #tootired	[[68, 76], [77, 86]]	[]	[]
408309468598779904	wingedbabie	Trying to get grandma to the hospital today and we are stuck in the car rental office attempting to get a car. This is awesome. #sarcasm	[[128, 136]]	[]	[]
413368359166545920	kickasschic_	Just because you think you know everything doesn't mean you need to voice it consistently. #life #sarcasm #sarcastic #funny #Mumbai	[[91, 96], [97, 105], [106, 116], [117, 123], [124, 131]]	[]	[]
411128818603024384	lynzylee	I just love that every one is Kentucky keeps posting about snow and how cold it is there. Yay!! #sarcasm lol *packs a parka*	[[96, 104]]	[]	[]
417549968262443008	pfenomenologist	@DMaterialist @ManAtheist @BMore_Atheist I'm holding my breath... #sarcasm Point taken-- that said, there is value in doing whatever	[[66, 74]]	[[0, 13], [26, 40]]	[]
399642468737490944	ChellieLiz09	I just love when my best friends slap me in the face. #sarcasm	[[54, 62]]	[]	[]
403127442635644929	BemmaBell	Get your Rock salt, get your rock salt honey! Plus GoT. Marketing at it's best...#sarcasm http://t.co/opWPAsjzp9	[[81, 89]]	[]	[[90, 112]]
417432389884076032	Melissaknightx	Well they didn't even get the gypos round #crying #gutted #sarcasm	[[42, 49], [50, 57], [58, 66]]	[]	[]
419694647577829377	bRi_RaMirEz12	Sounds like @claire__quirk having a pretty fun night... #sarcasm	[[56, 64]]	[]	[]
402621317494476800	catylinn09	I love sounding like a 10 year old boy going through puberty #sarcasm          #ihatelaryngitis	[[61, 69], [79, 95]]	[]	[]
420311120407044096	MarkBarroner	As the temp plunges over the next 24 hours, don't forget to post pics of the temp display in your car! U suck at life if u don't. #sarcasm	[[130, 138]]	[]	[]
408414878672490496	swimjessiswim	@EmblemThree @TheXFactorUSA AHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH #yeahtotallynotexcited #sarcasm #E3XFTomorrow	[[95, 117], [118, 126], [127, 140]]	[[0, 12], [13, 27]]	[]
401150372221186048	ShawnNSteele	I'm so glad the government knows the kind of health coverage I need (which included maternity coverage!) @ThanksObamacare #sarcasm	[[122, 130]]	[[105, 121]]	[]
418229609474183168	Lo_Baby30	Can't wait to get the classic Happy New Year snap chat that everyone and their great aunt Betty takes! #sarcasm	[[103, 111]]	[]	[]
406160656925065216	UglyAssMatty	“@ViridianaFabian: @BooBooMescudi Yeah I'm thankful for your tweets!  Hahaha” #sarcasm	[[78, 86]]	[[1, 17]]	[]
416787333812199424	Carolyn_Marie6	yay! I saw my favorite person today. how did I know that was gonna happen? #sarcasm 😡	[[75, 83]]	[]	[]
401134473929949184	sliitton	I love when my computer randomly decides to shut down &amp; update while I'm doing something 😒 #sarcasm	[[95, 103]]	[]	[]
411744982547312640	AlicePittaway	Poo nights sleep and I guarantee a poo 8 hour shift today. Buzzing. #Sarcasm	[[68, 76]]	[]	[]
414554623890821123	josephreuben815	Everyone has been a goddamn peach today. #obvious #sarcasm	[[41, 49], [50, 58]]	[]	[]
420659690285301760	KGBKomrad	Has The Weather Channel named this Polar Vortex, yet? #globalwarming  #tcot #sarcasm	[[54, 68], [70, 75], [76, 84]]	[]	[]
413040722334720000	_MrLayLow_	Working a double while it gets worse outside #GoMe #Sarcasm	[[45, 50], [51, 59]]	[]	[]
408753966873198592	KBPiano14	Just what I need right now, What Hurts the Most comes on. #Sarcasm	[[58, 66]]	[]	[]
403267107904704513	DevinRange	@BuckStaci // You and my wife are DEFINITELY not going to get along. #Sarcasm	[[69, 77]]	[[0, 10]]	[]
399554355906351106	piu_shah	If reading others happy status messages makes u feel happy, ur innocence deserves much more happiness than that... #sarcasm	[[115, 123]]	[]	[]
400633453051248640	mattkoulas	Got spammed by a salesman for @Conductor, told him to remove me from the call list, so he signed me up for the newsletter! AWESOME! #sarcasm	[[132, 140]]	[[30, 40]]	[]
419713073763471362	BitcoinMENA	So Lebanon warns people against Bitcoin. Its used for money laundering &amp; terrorism. As the USD is NEVER used for these activities! #Sarcasm	[[135, 143]]	[]	[]
405037508506820608	JimmyHespeler	@JustFlyskippy @BobRbrts #sarcasm I am full of #Canuckery I can not deny it.	[[25, 33], [47, 57]]	[[0, 14], [15, 24]]	[]
414813351907057664	tandesker	Yes, spending Sunday afternoon reviewing financial documents with my dad was exactly what I had in mind. #sarcasm	[[105, 113]]	[]	[]
413025328622084096	Meg_anLeigh	The boys of @BarbellShrugged are hilarious. I love to watch their episodes over my lunch hour. #crossfit #sarcasm	[[95, 104], [105, 113]]	[[12, 28]]	[]
406942044246921216	SteveStrathmann	@DannybCNY Boy! I hope they get selected for the Military,AdvoCare V100 or Kraft Fight Hunger Bowl! #sarcasm	[[100, 108]]	[[0, 10]]	[]
399931271700168704	erinkilleen	don't you just love how kingston completely skipped fall and went to winter #sarcasm #pissed	[[76, 84], [85, 92]]	[]	[]
400117959299178496	stevenheatray52	@ReedAvers @tighthammys27 we already have a franchise qb #sarcasm.	[[57, 65]]	[[0, 10], [11, 25]]	[]
408996229901606914	CarterMansbach	@RosenhausSports Hey bro did you get married...couldn't tell for sure. #sarcasm #killer #agent	[[71, 79], [80, 87], [88, 94]]	[[0, 16]]	[]
413392390712741888	kaelie_kemp	Thank you everyone for getting into my business &amp; making my like 100x better. #sarcasm	[[82, 90]]	[]	[]
419628383438655488	DavisBrandon13	@firstworldfacts congrats on being the first to tweet this!! #Sarcasm	[[61, 69]]	[[0, 16]]	[]
410392977144418305	dakotahalbert	Oh how I'm going to miss the chemistry department over winter break. #sarcasm	[[69, 77]]	[]	[]
419029013286227968	PaulDelMundo	Damn ghetto birds waking me up in the middle of the night. Can't you find runners a bit more quietly? This is suburbia. #grumpy #sarcasm	[[120, 127], [128, 136]]	[]	[]
415301622445522944	CoachFrank18	Anyone know who is starting in goal for the Rangers? I haven't heard Joe Bowen say his name for the last 30 min #Leafs #sarcasm	[[112, 118], [119, 127]]	[]	[]
399109418068873216	MyWitsEndTweet	"It's said that #sarcasm is the lowest form of #wit. To that I say ""No, really? Hey, somebody give this person a #Nobel #peace #prize!"""	[[15, 23], [46, 50], [112, 118], [119, 125], [126, 132]]	[]	[]
419167348072120320	bmagolon	Me and my brother are just geniuses, one if us left the light on in our car all night and it drained our battery, YAY! #sarcasm #whytoday	[[119, 127], [128, 137]]	[]	[]
407365225751777280	EmmettLaff	@str8upC idk, don't people see Santa as a sex symbol? #sarcasm #youright #ifeelthat	[[54, 62], [63, 72], [73, 83]]	[[0, 8]]	[]
407606217495023616	ToriiNolen	Yes, let's say one thing, then change our minds without saying anything. This will totally work out with no anger at all #sarcasm #annoyed	[[121, 129], [130, 138]]	[]	[]
400372236520939522	hattiearogers	@kittyoliviam @DaisyStoppaniW @Jess_Hart97 yeah its my favourite...cant wait #sarcasm	[[77, 85]]	[[0, 13], [14, 29], [30, 42]]	[]
405505920559366144	rossmcf11	Love being able to sleep when you feel like shit #sarcasm	[[49, 57]]	[]	[]
402175039589478401	mesushovan	An inability to understand #sarcasm may be an early warning sign of brain disease: http://t.co/bE01YYm4Xd	[[27, 35]]	[]	[[83, 105]]
402565068342427648	ayjinnn	Listening to people talk about their record hunts. Great job. I'm sure it was difficult. You're probably really talented. #sarcasm	[[122, 130]]	[]	[]
400059508640075776	Telekorn	@JujuBee220 and how about a million dollars!!! Cuz I see the likelihood of all of that happening! #sarcasm	[[98, 106]]	[[0, 11]]	[]
411688831214428160	joshua21jackson	White death is coming again and I'm heading to work! #yay #sarcasm #uglychristmassweater #quiksilver http://t.co/uiERSBDuNl	[[53, 57], [58, 66], [67, 88], [89, 100]]	[]	[[101, 123]]
403009902068527104	albertmtz2	If there was a girl nba nayeli.would totally make it after todays points xD @josesito_9820  #sarcasm	[[92, 100]]	[[76, 90]]	[]
405446116897873920	jostacey11	Oh man. I'm gunna be so sad when I can drive to school and not be able to ride the bus with all these lovely people. #Sarcasm #ThisIsAWFUL	[[117, 125], [126, 138]]	[]	[]
410283196656254976	phillips_sara	So glad that I was able to give @treymcswartz a panic attack tonight. #sarcasm #finals #sorry 😟	[[70, 78], [79, 86], [87, 93]]	[[32, 45]]	[]
410621363431292928	kaleyRAE_rawrr	Just ate In N Out and now I'm watching the Victoria's Secret fashion show. I feel greaaaat. 👀😮#notfeelinguiltyatall #sarcasm	[[94, 115], [116, 124]]	[]	[]
400455586371731457	True_Blonde23	So I appreciate all those pictures of the snow outside! I have no windows on my house thus preventing me to see what goes on! #sarcasm	[[126, 134]]	[]	[]
409539551175012352	antica	Just received aggravating news from my boss ... Perfect way to start my Sunday morning #sarcasm	[[87, 95]]	[]	[]
405118210850045952	justindb29	@PaulKuharskyNFL conspiracy! #NFL doesn't want the #Titans to have a shot at the playoffs. #sarcasm	[[29, 33], [51, 58], [91, 99]]	[[0, 16]]	[]
413365922951598080	Megan_English	I love knowing that I have friends who will help me out when I need them most. #sarcasm	[[79, 87]]	[]	[]
413282868212035584	The_StoneFox	@Garpini that's cos it's nearly the end of the year!!!! Oh #sarcasm	[[59, 67]]	[[0, 8]]	[]
405559372874395648	Girl67S	Discredit and decry journalists when they actually get the story correct. Way to go CBS. #sarcasm #corporatemedia http://t.co/BRskjZKGfn	[[89, 97], [98, 113]]	[]	[[114, 136]]
405390358882029568	chriskong	"""Jeff, honey... We're starting with Act TWO, not Act One."" #shade #sarcasm #FYI #tech"	[[59, 65], [66, 74], [75, 79], [80, 85]]	[]	[]
404771207620599808	ichi_tha	You’re absolutely positive you can’t fit anymore ad breaks during boardwalk empire @skyhd ? #sarcasm	[[92, 100]]	[[83, 89]]	[]
416695535899115520	emmaindilemma	"OH WOW #sarcasm  ""@ABCWorldNews: BREAKING: AE has decided to resume filming #DuckDynasty this spring with the entire Robertson family.”"	[[7, 15], [76, 88]]	[[18, 31]]	[]
406158962313019392	Daniel_Saenz24	So, you're gonna run up the score ... How classy #Sarcasm #Packersgame	[[49, 57], [58, 70]]	[]	[]
